Subject,Country,Value,Frequency
"Total less food, less energy",Denmark,4.550957,Annual
"Total less food, less energy",Czech Republic,1.616532,Annual
Total,Greece,56.57233,Annual
Total,Sweden,28.0653,Annual
Total,Colombia,4.918623,Annual
Total,South Africa,38.82855,Annual
Energy,Switzerland,40.9566,Annual
Energy,Israel,0.01724618,Annual
Energy,G7,49.64225,Annual
Food,Greece,43.06241,Annual
Food,Mexico,10.83633,Annual
Food,Brazil,1.020448e-09,Annual
"Total less food, less energy",Finland,15.21445,Annual
"Total less food, less energy",Mexico,6.955606,Annual
"Total less food, less energy",OECD - Total,7.483519,Annual
Total,Canada,3.579952,Annual
Total,Finland,2.510666,Annual
Total,Italy,17.13004,Annual
Total,Norway,9.411765,Annual
Total,Turkey,6.046246,Annual
Total,United Kingdom,1.003573,Annual
Total,Indonesia,12.39946,Annual
Total,G7,2.088719,Annual
Total,G20,6.268938,Annual
Energy,Canada,5.165589,Annual
Energy,Finland,4.196707,Annual
Energy,Greece,12.50427,Annual
Energy,Japan,7.128356,Annual
Energy,New Zealand,2.158287,Annual
Energy,OECD - Total,12.10707,Annual
Food,Canada,3.118256,Annual
Food,Denmark,3.490458,Annual
Food,France,0.7845713,Annual
Food,Ireland,3.450901,Annual
Food,Netherlands,3.399209,Annual
Food,Portugal,-0.5667142,Annual
Food,Switzerland,0.668035,Annual
Food,South Africa,21.69362,Annual
"Total less food, less energy",Luxembourg,4.158898,Annual
"Total less food, less energy",Portugal,20.15793,Annual
"Total less food, less energy",Germany,5.522059,Annual
"Total less food, less energy",Denmark,6.356824,Annual
"Total less food, less energy",Lithuania,0.1666837,Annual
Total,France,58.03939,Annual
Total,Japan,17.57445,Annual
Total,New Zealand,4.005359,Annual
Total,United States,42.0223,Annual
Energy,Austria,53.84802,Annual
Energy,France,8.08919,Annual
Energy,Spain,52.18875,Annual
Energy,OECD - Europe,5.973717,Annual
Food,Netherlands,24.39504,Annual
Food,Portugal,46.68376,Annual
Food,Brazil,46.34793,Annual
"Total less food, less energy",Portugal,2.018617,Annual
"Total less food, less energy",G7,16.87657,Annual
Total,Denmark,0.7890718,Annual
Total,Iceland,5.396732,Annual
Total,Sweden,-0.4944606,Annual
Total,Chile,21.78442,Annual
Total,OECD - Total,2.473715,Annual
Energy,Ireland,9.347947,Annual
Energy,Netherlands,3.030695,Annual
Energy,Portugal,-1.381984,Annual
Energy,Spain,-3.816931,Annual
Energy,OECD - Europe,5.268186,Annual
Energy,Costa Rica,-15.66323,Annual
Food,Korea,3.09135,Annual
Food,New Zealand,-0.2402718,Annual
Food,Spain,10.14729,Annual
Food,G7,6.560407,Annual
"Total less food, less energy",France,3.971625,Annual
"Total less food, less energy",Italy,5.806657,Annual
"Total less food, less energy",Germany,3.311449,Annual
"Total less food, less energy",OECD - Total,10.00047,Annual
"Total less food, less energy",Slovak Republic,2.042142,Annual
"Total less food, less energy",Estonia,1.866203,Annual
"Total less food, less energy",G7,4.528276,Annual
Total,Belgium,2.097283,Annual
Total,France,0.03751438,Annual
Total,Iceland,5.197023,Annual
Total,Spain,8.236881,Annual
Total,South Africa,11.52648,Annual
Total,G20,2.336971,Annual
Total,Iceland,0.03455251,Annual
Total,Japan,19.32459,Annual
Total,Norway,7.710647,Annual
Total,Chile,44.73254,Annual
Total,OECD - Total,16.23254,Annual
Energy,Canada,1.504795,Annual
Energy,France,11.52482,Annual
Energy,Italy,0.4849168,Annual
Energy,Luxembourg,-2.544607,Annual
Energy,Switzerland,0.4985503,Annual
Energy,OECD - Europe,11.34909,Annual
Energy,Canada,41.79537,Annual
Energy,Mexico,0.02757801,Annual
Energy,Estonia,39.00631,Annual
Energy,European Union – 27 countries (from 01/02/2020),-5.7,Annual
Food,Greece,3.598201,Annual
Food,Japan,3.108626,Annual
Food,Korea,0.04753609,Annual
Food,New Zealand,-0.4375804,Annual
Food,Slovak Republic,6.056159,Annual
Food,Switzerland,0.3904558,Annual
Food,United Kingdom,3.671024,Annual
Food,Slovenia,9.128085,Annual
Food,OECD - Europe,3.256239,Annual
Food,Denmark,29.71349,Annual
Food,Norway,57.38334,Annual
"Total less food, less energy",Luxembourg,5.209473,Annual
"Total less food, less energy",Canada,2.090829,Annual
"Total less food, less energy",Euro area (19 countries),1.8,Annual
"Total less food, less energy",Norway,2.608965,Annual
"Total less food, less energy",United States,2.434316,Annual
"Total less food, less energy",Japan,11.49708,Annual
"Total less food, less energy",Costa Rica,1.310271,Annual
"Total less food, less energy",Netherlands,53.41551,Annual
"Total less food, less energy",European Union – 27 countries (from 01/02/2020),1.1,Annual
Total,Finland,1.691007,Annual
Total,France,2.538527,Annual
Total,Mexico,3.96685,Annual
Total,New Zealand,7.341074,Annual
Total,Poland,1.941667,Annual
Total,United Kingdom,7.5,Annual
Total,Israel,0.8441287,Annual
Total,OECD - Europe,1.246039,Annual
Total,Canada,14.867,Annual
Total,New Zealand,1.196277,Annual
Total,Sweden,9.516081,Annual
Total,United Kingdom,6.420594,Annual
Total,Israel,0.005546615,Annual
Energy,Austria,4.198555,Annual
Energy,Ireland,2.639296,Annual
Energy,Mexico,12.40444,Annual
Energy,New Zealand,12.81925,Annual
Energy,United States,16.94831,Annual
Energy,Slovenia,12.50427,Annual
Energy,Australia,32.17237,Annual
Energy,Germany,51.96558,Annual
Energy,Mexico,0.03099891,Annual
Energy,Turkey,4.054545,Annual
Food,Canada,8.819715,Annual
Food,France,0.6146201,Annual
Food,Japan,0.2071347,Annual
Food,Luxembourg,2.63342,Annual
Food,Portugal,0.9216607,Annual
Food,United Kingdom,3.7,Annual
Food,Russia,9.962452,Annual
Food,Latvia,1.069591,Annual
Food,Mexico,46.54675,Annual
Food,South Africa,5.832029,Annual
"Total less food, less energy",Portugal,14.58574,Annual
"Total less food, less energy",Belgium,1.881925,Annual
"Total less food, less energy",United States,7.305749,Annual
"Total less food, less energy",Denmark,2.545177,Annual
"Total less food, less energy",Korea,-0.2109031,Annual
"Total less food, less energy",G7,3.784269,Annual
"Total less food, less energy",OECD - Total,39.62693,Annual
Total,Denmark,2.337875,Annual
Total,Hungary,28.36959,Annual
Total,Japan,5.339436,Annual
Total,New Zealand,6.517183,Annual
Total,Poland,2.491667,Annual
Total,United States,11.25447,Annual
Total,Russia,6.753717,Annual
Total,OECD - Total,2.068408,Annual
Total,Finland,31.06704,Annual
Total,Italy,28.41691,Annual
Total,New Zealand,1.196277,Annual
Total,Turkey,49.41062,Annual
Total,Colombia,1.519416,Annual
Energy,Australia,16.06711,Annual
Energy,Czech Republic,4.562129,Annual
Energy,Germany,2.506129,Annual
Energy,Ireland,-6.180678,Annual
Energy,Korea,0.3903701,Annual
Energy,Portugal,15.20438,Annual
Energy,Sweden,5.056517,Annual
Energy,United Kingdom,4.383057,Annual
Energy,Israel,-1.689669,Annual
Energy,Australia,44.75346,Annual
Energy,Germany,13.39279,Annual
Energy,Norway,34.9368,Annual
Energy,Switzerland,23.3357,Annual
Food,Canada,13.4795,Annual
Food,Germany,5.264536,Annual
Food,Iceland,2.487947,Annual
Food,Norway,7.59375,Annual
Food,Switzerland,0.02417405,Annual
Food,Israel,8.44376,Annual
Food,Australia,52.31922,Annual
Food,Italy,7.083374,Annual
Food,Norway,45.89167,Annual
Food,Brazil,44.56269,Annual
Food,G7,24.04837,Annual
"Total less food, less energy",Chile,2.354947,Annual
"Total less food, less energy",Israel,52.21879,Annual
"Total less food, less energy",Finland,1.59487,Annual
"Total less food, less energy",Slovak Republic,0.4461311,Annual
"Total less food, less energy",Greece,3.391464,Annual
Total,Austria,3.215951,Annual
Total,Finland,6.149561,Annual
Total,Luxembourg,3.410683,Annual
Total,Poland,10.09167,Annual
Total,Sweden,12.10394,Annual
Total,Estonia,4.981901,Annual
Total,G7,0.2970482,Annual
Total,Australia,43.11586,Annual
Total,Canada,24.59837,Annual
Total,Hungary,3.129821,Annual
Total,Norway,10.10567,Annual
Total,OECD - Europe,31.42957,Annual
Energy,Canada,2.755664,Annual
Energy,France,2.221316,Annual
Energy,Ireland,-5.009517,Annual
Energy,Netherlands,3.378434,Annual
Energy,Norway,10.20106,Annual
Energy,Portugal,5.090532,Annual
Energy,United Kingdom,4.479784,Annual
Energy,Estonia,7.842901,Annual
Energy,OECD - Europe,-5.161341,Annual
Energy,France,54.78976,Annual
Food,Australia,0.2729906,Annual
Food,France,12.75508,Annual
Food,Germany,1.203303,Annual
Food,Ireland,-2.244061,Annual
Food,Mexico,4.65494,Annual
Food,Norway,1.81029,Annual
Food,United Kingdom,15.36774,Annual
Food,Russia,11.61499,Annual
Food,G7,1.033589,Annual
Food,Lithuania,2.221871,Annual
Food,Australia,7.579237,Annual
Food,Finland,10.80676,Annual
Food,Ireland,45.75479,Annual
Food,Norway,29.90833,Annual
Food,South Africa,25.38024,Annual
"Total less food, less energy",France,0.7948847,Annual
"Total less food, less energy",Israel,-0.9424603,Annual
"Total less food, less energy",Hungary,1.020549,Annual
"Total less food, less energy",Japan,5.595603,Annual
"Total less food, less energy",G7,4.448316,Annual
"Total less food, less energy",France,27.20583,Annual
"Total less food, less energy",Portugal,44.49237,Annual
Total,Finland,14.3427,Annual
Total,Germany,5.241046,Annual
Total,Ireland,3.827038,Annual
Total,New Zealand,5.715991,Annual
Total,United States,3.545644,Annual
Total,G7,1.492435,Annual
Total,Latvia,0.1406308,Annual
Total,Canada,11.96998,Annual
Total,Mexico,56.3973,Annual
Total,Norway,39.4,Annual
Total,Spain,42.73315,Annual
Total,OECD - Europe,27.37427,Annual
Energy,Greece,3.69433,Annual
Energy,United Kingdom,6.866538,Annual
Energy,Australia,27.02606,Annual
Energy,Ireland,46.41826,Annual
Energy,OECD - Total,8.885309,Annual
Food,Canada,7.698852,Annual
Food,Greece,0.6149968,Annual
Food,New Zealand,4.863424,Annual
Food,Brazil,8.846192,Annual
Food,Russia,2.700896,Annual
Food,Iceland,0.07194694,Annual
Food,Luxembourg,29.85972,Annual
Food,United Kingdom,40.06227,Annual
Food,Latvia,48.08218,Annual
"Total less food, less energy",Israel,0.02530791,Annual
"Total less food, less energy",Hungary,24.85485,Annual
"Total less food, less energy",Estonia,1.866203,Annual
"Total less food, less energy",Canada,27.93498,Annual
"Total less food, less energy",Hungary,20.67121,Annual
"Total less food, less energy",Norway,44.36343,Annual
"Total less food, less energy",G7,16.90498,Annual
Total,Finland,2.190654,Annual
Total,Germany,2.617937,Annual
Total,Italy,17.13004,Annual
Total,Sweden,-0.2671327,Annual
Total,South Africa,6.880553,Annual
Total,Belgium,19.29208,Annual
Total,Japan,22.03019,Annual
Total,Portugal,1.257391,Annual
Total,Chile,44.73254,Annual
Energy,Belgium,1.953863,Annual
Energy,Germany,-0.8266374,Annual
Energy,Ireland,0.516129,Annual
Energy,Switzerland,2.392313,Annual
Energy,Denmark,12.24315,Annual
Energy,New Zealand,46.54243,Annual
Energy,Lithuania,55.12077,Annual
Food,Italy,1.739427,Annual
Food,Japan,-0.1826552,Annual
Food,Mexico,4.388219,Annual
Food,Sweden,1.278574,Annual
Food,G7,-0.4864099,Annual
Food,Austria,30.32527,Annual
Food,Ireland,36.58362,Annual
Food,Norway,34.91667,Annual
Food,OECD - Total,31.81737,Annual
"Total less food, less energy",Mexico,3.360439,Annual
"Total less food, less energy",Canada,2.696417,Annual
"Total less food, less energy",Finland,1.189448,Annual
"Total less food, less energy",New Zealand,5.312275,Annual
"Total less food, less energy",Slovak Republic,2.88676,Annual
"Total less food, less energy",Czech Republic,4.990389,Annual
"Total less food, less energy",Austria,20.20026,Annual
"Total less food, less energy",Norway,52.21634,Annual
"Total less food, less energy",United States,58.6627,Annual
Total,Australia,1.771117,Annual
Total,Canada,2.596618,Annual
Total,France,1.923412,Annual
Total,Ireland,17.14711,Annual
Total,New Zealand,-2.623456,Annual
Total,Slovak Republic,2.514037,Annual
Total,United Kingdom,2.018544,Annual
Total,Brazil,6.32904,Annual
Total,South Africa,4.991861,Annual
Total,OECD - Europe,8.075848,Annual
Total,Canada,5.728207,Annual
Total,Iceland,0.1531788,Annual
Total,Japan,26.64106,Annual
Total,Mexico,22.10365,Annual
Total,Turkey,0.1384696,Annual
Total,Latvia,59.1748,Annual
Energy,Austria,22.4675,Annual
Energy,Denmark,2.967029,Annual
Energy,Greece,6.556222,Annual
Energy,Luxembourg,8.997285,Annual
Energy,New Zealand,0.5407493,Annual
Energy,New Zealand,14.40734,Annual
Energy,Slovak Republic,12.88986,Annual
Energy,Sweden,-0.01732461,Annual
Energy,Switzerland,-2.794688,Annual
Energy,Estonia,10.63485,Annual
Energy,Russia,5.963333,Annual
Energy,Belgium,58.00175,Annual
Energy,France,8.099994,Annual
Energy,Italy,38.95245,Annual
Energy,Spain,36.42623,Annual
Food,Australia,5.140973,Annual
Food,France,1.967584,Annual
Food,Netherlands,-0.1220909,Annual
Food,Switzerland,1.262022,Annual
Food,Chile,4.375289,Annual
Food,Slovenia,2.674561,Annual
Food,OECD - Europe,3.191464,Annual
Food,Germany,29.15276,Annual
Food,Mexico,44.30352,Annual
Food,United States,55.94083,Annual
"Total less food, less energy",Switzerland,1.033373,Annual
"Total less food, less energy",Germany,2.525961,Annual
"Total less food, less energy",Finland,4.619152,Annual
"Total less food, less energy",Denmark,4.086957,Annual
"Total less food, less energy",Netherlands,1.177496,Annual
"Total less food, less energy",G7,9.989845,Annual
"Total less food, less energy",Colombia,6.029027,Annual
"Total less food, less energy",Norway,26.52272,Annual
"Total less food, less energy",European Union – 27 countries (from 01/02/2020),1.4,Annual
Total,Czech Republic,3.775388,Annual
Total,Finland,2.205602,Annual
Total,Germany,1.665736,Annual
Total,Hungary,8.467859,Annual
Total,Korea,37.12742,Annual
Total,New Zealand,3.397487,Annual
Total,Chile,26.03648,Annual
Total,India,5.796516,Annual
Total,Russia,20.79877,Annual
Total,Colombia,23.31039,Annual
Total,Portugal,1.257391,Annual
Total,Switzerland,27.74136,Annual
Total,United States,27.52264,Annual
Total,OECD - Total,46.5183,Annual
Energy,Canada,18.84977,Annual
Energy,Luxembourg,15.32669,Annual
Energy,Turkey,10.53803,Annual
Energy,Colombia,17.50387,Annual
Energy,Denmark,50.08861,Annual
Energy,Luxembourg,18.11595,Annual
Energy,Portugal,1.310459,Annual
Energy,United States,11.75074,Annual
Food,Canada,6.361829,Annual
Food,Italy,3.641916,Annual
Food,Luxembourg,1.776791,Annual
Food,New Zealand,5.731356,Annual
Food,Portugal,3.396642,Annual
Food,Switzerland,-2.235884,Annual
Food,Slovenia,7.512674,Annual
Food,Colombia,8.060803,Annual
Food,Canada,12.65419,Annual
Food,Japan,28.76324,Annual
Food,Sweden,58.76216,Annual
Food,China (People's Republic of),46.34051,Annual
Food,European Union – 27 countries (from 01/02/2020),1.9,Annual
"Total less food, less energy",Poland,4.1,Annual
"Total less food, less energy",Israel,16.85995,Annual
"Total less food, less energy",Slovenia,0.5500092,Annual
"Total less food, less energy",United States,4.040019,Annual
"Total less food, less energy",Netherlands,8.297432,Annual
"Total less food, less energy",G7,1.855271,Annual
"Total less food, less energy",Lithuania,1.958123,Annual
"Total less food, less energy",Netherlands,55.81161,Annual
"Total less food, less energy",European Union – 27 countries (from 01/02/2020),1.1,Annual
Total,Austria,5.663189,Annual
Total,Finland,1.451613,Annual
Total,Iceland,3.320227,Annual
Total,Japan,6.710014,Annual
Total,Spain,6.391636,Annual
Total,Turkey,29.13751,Annual
Total,India,8.307467,Annual
Total,Slovenia,3.592976,Annual
Total,Austria,57.49625,Annual
Total,Sweden,38.84739,Annual
Total,Costa Rica,2.794286,Annual
Total,Russia,48.47925,Annual
Energy,Australia,9.014605,Annual
Energy,Denmark,9.502301,Annual
Energy,Greece,-0.5184584,Annual
Energy,Italy,11.10833,Annual
Energy,Luxembourg,-4.194628,Annual
Energy,New Zealand,0.4250152,Annual
Energy,Spain,-1.237798,Annual
Energy,Chile,4.568443,Annual
Energy,OECD - Total,4.626983,Annual
Energy,Finland,4.967866,Annual
Energy,Iceland,38.05236,Annual
Energy,United States,50.09159,Annual
Energy,South Africa,56.54232,Annual
Food,Canada,6.066973,Annual
Food,Ireland,7.247779,Annual
Food,Poland,2.641667,Annual
Food,Sweden,2.891471,Annual
Food,South Africa,14.7806,Annual
Food,G7,2.562472,Annual
Food,Colombia,13.10947,Annual
Food,Greece,9.172502,Annual
Food,Luxembourg,48.65833,Annual
Food,Turkey,0.0001053469,Annual
Food,Latvia,47.86913,Annual
"Total less food, less energy",France,3.971625,Annual
"Total less food, less energy",Israel,48.77651,Annual
"Total less food, less energy",Hungary,3.883695,Annual
"Total less food, less energy",Netherlands,2.169464,Annual
"Total less food, less energy",Colombia,22.10196,Annual
"Total less food, less energy",Australia,59.08228,Annual
"Total less food, less energy",Greece,41.26239,Annual
"Total less food, less energy",Luxembourg,55.97881,Annual
"Total less food, less energy",Switzerland,26.05309,Annual
Total,Belgium,1.229477,Annual
Total,Finland,4.065952,Annual
Total,Greece,20.43349,Annual
Total,Japan,0.4013177,Annual
Total,Netherlands,2.258587,Annual
Total,Norway,7.419487,Annual
Total,Portugal,10.66334,Annual
Total,Switzerland,1.171954,Annual
Total,Israel,11.39623,Annual
Total,South Africa,8.938547,Annual
Total,Lithuania,39.64763,Annual
Total,Finland,31.06704,Annual
Total,Hungary,8.286084,Annual
Total,New Zealand,7.909345,Annual
Total,Portugal,1.044506,Annual
Total,United Kingdom,15.51493,Annual
Total,Israel,0.1003933,Annual
Total,South Africa,38.82855,Annual
Energy,Canada,1.304763,Annual
Energy,Greece,4.362228,Annual
Energy,Korea,-14.10364,Annual
Energy,Spain,1.684948,Annual
Energy,United Kingdom,3.570053,Annual
Energy,Slovenia,3.087962,Annual
Energy,G7,7.707862,Annual
Energy,Czech Republic,51.03333,Annual
Energy,France,20.86203,Annual
Energy,Poland,43.21367,Annual
Energy,Chile,45.09492,Annual
Food,Australia,2.915198,Annual
Food,Finland,4.318182,Annual
Food,France,1.986668,Annual
Food,Portugal,1.531673,Annual
Food,Turkey,9.100129,Annual
Food,OECD - Total,5.414777,Annual
Food,Colombia,8.060803,Annual
Food,Korea,23.57699,Annual
Food,Brazil,30.09793,Annual
"Total less food, less energy",Ireland,4.166408,Annual
"Total less food, less energy",Switzerland,-0.3451326,Annual
"Total less food, less energy",United States,1.493711,Annual
"Total less food, less energy",New Zealand,1.236995,Annual
"Total less food, less energy",United Kingdom,1.5,Annual
"Total less food, less energy",Greece,7.30231,Annual
"Total less food, less energy",Norway,36.37857,Annual
Total,Belgium,3.532082,Annual
Total,Finland,2.205602,Annual
